 0.00000000e+00  1.79999998e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-14  1.80000026e+00  1.00000000e-14  4.28571429e-05 
 2.00000000e-14  1.80000055e+00  2.00000000e-14  8.57142857e-05 
 4.00000000e-14  1.80000114e+00  4.00000000e-14  1.71428571e-04 
 8.00000000e-14  1.80000233e+00  8.00000000e-14  3.42857143e-04 
 1.60000000e-13  1.80000475e+00  1.60000000e-13  6.85714286e-04 
 3.20000000e-13  1.80000967e+00  3.20000000e-13  1.37142857e-03 
 6.40000000e-13  1.80001984e+00  6.40000000e-13  2.74285714e-03 
 1.28000000e-12  1.80004146e+00  1.28000000e-12  5.48571429e-03 
 2.28000000e-12  1.80007716e+00  2.28000000e-12  9.77142857e-03 
 3.28000000e-12  1.80011434e+00  3.28000000e-12  1.40571429e-02 
 4.28000000e-12  1.80015237e+00  4.28000000e-12  1.83428571e-02 
 5.28000000e-12  1.80019079e+00  5.28000000e-12  2.26285714e-02 
 6.28000000e-12  1.80022942e+00  6.28000000e-12  2.69142857e-02 
 7.28000000e-12  1.80026810e+00  7.28000000e-12  3.12000000e-02 
 8.28000000e-12  1.80030677e+00  8.28000000e-12  3.54857143e-02 
 9.28000000e-12  1.80034538e+00  9.28000000e-12  3.97714286e-02 
 1.02800000e-11  1.80038394e+00  1.02800000e-11  4.40571429e-02 
 1.12800000e-11  1.80042239e+00  1.12800000e-11  4.83428571e-02 
 1.22800000e-11  1.80046077e+00  1.22800000e-11  5.26285714e-02 
 1.32800000e-11  1.80049905e+00  1.32800000e-11  5.69142857e-02 
 1.42800000e-11  1.80053725e+00  1.42800000e-11  6.12000000e-02 
 1.52800000e-11  1.80057535e+00  1.52800000e-11  6.54857143e-02 
 1.62800000e-11  1.80061337e+00  1.62800000e-11  6.97714286e-02 
 1.72800000e-11  1.80065129e+00  1.72800000e-11  7.40571429e-02 
 1.82800000e-11  1.80068913e+00  1.82800000e-11  7.83428571e-02 
 1.92800000e-11  1.80072689e+00  1.92800000e-11  8.26285714e-02 
 2.02800000e-11  1.80076456e+00  2.02800000e-11  8.69142857e-02 
 2.12800000e-11  1.80080215e+00  2.12800000e-11  9.12000000e-02 
 2.22800000e-11  1.80083966e+00  2.22800000e-11  9.54857143e-02 
 2.32800000e-11  1.80087709e+00  2.32800000e-11  9.97714286e-02 
 2.42800000e-11  1.80091445e+00  2.42800000e-11  1.04057143e-01 
 2.52800000e-11  1.80095172e+00  2.52800000e-11  1.08342857e-01 
 2.62800000e-11  1.80098892e+00  2.62800000e-11  1.12628571e-01 
 2.72800000e-11  1.80102604e+00  2.72800000e-11  1.16914286e-01 
 2.82800000e-11  1.80106310e+00  2.82800000e-11  1.21200000e-01 
 2.92800000e-11  1.80110007e+00  2.92800000e-11  1.25485714e-01 
 3.02800000e-11  1.80113697e+00  3.02800000e-11  1.29771429e-01 
 3.12800000e-11  1.80117380e+00  3.12800000e-11  1.34057143e-01 
 3.22800000e-11  1.80121056e+00  3.22800000e-11  1.38342857e-01 
 3.32800000e-11  1.80124725e+00  3.32800000e-11  1.42628571e-01 
 3.42800000e-11  1.80128390e+00  3.42800000e-11  1.46914286e-01 
 3.52800000e-11  1.80132049e+00  3.52800000e-11  1.51200000e-01 
 3.62800000e-11  1.80135700e+00  3.62800000e-11  1.55485714e-01 
 3.72800000e-11  1.80139345e+00  3.72800000e-11  1.59771429e-01 
 3.82800000e-11  1.80142982e+00  3.82800000e-11  1.64057143e-01 
 3.92800000e-11  1.80146613e+00  3.92800000e-11  1.68342857e-01 
 4.02800000e-11  1.80150237e+00  4.02800000e-11  1.72628571e-01 
 4.12800000e-11  1.80153855e+00  4.12800000e-11  1.76914286e-01 
 4.22800000e-11  1.80157466e+00  4.22800000e-11  1.81200000e-01 
 4.32800000e-11  1.80161070e+00  4.32800000e-11  1.85485714e-01 
 4.42800000e-11  1.80164668e+00  4.42800000e-11  1.89771429e-01 
 4.52800000e-11  1.80168259e+00  4.52800000e-11  1.94057143e-01 
 4.62800000e-11  1.80171843e+00  4.62800000e-11  1.98342857e-01 
 4.72800000e-11  1.80175422e+00  4.72800000e-11  2.02628571e-01 
 4.82800000e-11  1.80178993e+00  4.82800000e-11  2.06914286e-01 
 4.92800000e-11  1.80182559e+00  4.92800000e-11  2.11200000e-01 
 5.02800000e-11  1.80186118e+00  5.02800000e-11  2.15485714e-01 
 5.12800000e-11  1.80189671e+00  5.12800000e-11  2.19771429e-01 
 5.22800000e-11  1.80193218e+00  5.22800000e-11  2.24057143e-01 
 5.32800000e-11  1.80196758e+00  5.32800000e-11  2.28342857e-01 
 5.42800000e-11  1.80200293e+00  5.42800000e-11  2.32628571e-01 
 5.52800000e-11  1.80203822e+00  5.52800000e-11  2.36914286e-01 
 5.62800000e-11  1.80207345e+00  5.62800000e-11  2.41200000e-01 
 5.72800000e-11  1.80210862e+00  5.72800000e-11  2.45485714e-01 
 5.82800000e-11  1.80214374e+00  5.82800000e-11  2.49771429e-01 
 5.92800000e-11  1.80217882e+00  5.92800000e-11  2.54057143e-01 
 6.02800000e-11  1.80221384e+00  6.02800000e-11  2.58342857e-01 
 6.12800000e-11  1.80224875e+00  6.12800000e-11  2.62628571e-01 
 6.22800000e-11  1.80228352e+00  6.22800000e-11  2.66914286e-01 
 6.32800000e-11  1.80231824e+00  6.32800000e-11  2.71200000e-01 
