 0.00000000e+00  1.79999998e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-14  1.80000052e+00  1.00000000e-14  1.50000000e-05 
 2.00000000e-14  1.80000106e+00  2.00000000e-14  3.00000000e-05 
 4.00000000e-14  1.80000217e+00  4.00000000e-14  6.00000000e-05 
 8.00000000e-14  1.80000439e+00  8.00000000e-14  1.20000000e-04 
 1.60000000e-13  1.80000886e+00  1.60000000e-13  2.40000000e-04 
 3.20000000e-13  1.80001791e+00  3.20000000e-13  4.80000000e-04 
 6.40000000e-13  1.80003642e+00  6.40000000e-13  9.60000000e-04 
 1.28000000e-12  1.80007459e+00  1.28000000e-12  1.92000000e-03 
 2.28000000e-12  1.80013577e+00  2.28000000e-12  3.42000000e-03 
 3.28000000e-12  1.80019793e+00  3.28000000e-12  4.92000000e-03 
 4.28000000e-12  1.80026007e+00  4.28000000e-12  6.42000000e-03 
 5.28000000e-12  1.80032163e+00  5.28000000e-12  7.92000000e-03 
 6.28000000e-12  1.80038244e+00  6.28000000e-12  9.42000000e-03 
 7.28000000e-12  1.80044235e+00  7.28000000e-12  1.09200000e-02 
 8.28000000e-12  1.80050140e+00  8.28000000e-12  1.24200000e-02 
 9.28000000e-12  1.80055956e+00  9.28000000e-12  1.39200000e-02 
 1.02800000e-11  1.80061692e+00  1.02800000e-11  1.54200000e-02 
 1.12800000e-11  1.80067346e+00  1.12800000e-11  1.69200000e-02 
 1.22800000e-11  1.80072928e+00  1.22800000e-11  1.84200000e-02 
 1.32800000e-11  1.80078437e+00  1.32800000e-11  1.99200000e-02 
 1.42800000e-11  1.80083880e+00  1.42800000e-11  2.14200000e-02 
 1.52800000e-11  1.80089256e+00  1.52800000e-11  2.29200000e-02 
 1.62800000e-11  1.80094571e+00  1.62800000e-11  2.44200000e-02 
 1.72800000e-11  1.80099825e+00  1.72800000e-11  2.59200000e-02 
 1.82800000e-11  1.80105022e+00  1.82800000e-11  2.74200000e-02 
 1.92800000e-11  1.80110162e+00  1.92800000e-11  2.89200000e-02 
 2.02800000e-11  1.80115247e+00  2.02800000e-11  3.04200000e-02 
 2.12800000e-11  1.80120278e+00  2.12800000e-11  3.19200000e-02 
 2.22800000e-11  1.80125257e+00  2.22800000e-11  3.34200000e-02 
 2.32800000e-11  1.80130184e+00  2.32800000e-11  3.49200000e-02 
 2.42800000e-11  1.80135061e+00  2.42800000e-11  3.64200000e-02 
 2.52800000e-11  1.80139888e+00  2.52800000e-11  3.79200000e-02 
 2.62800000e-11  1.80144666e+00  2.62800000e-11  3.94200000e-02 
 2.72800000e-11  1.80149396e+00  2.72800000e-11  4.09200000e-02 
 2.82800000e-11  1.80154079e+00  2.82800000e-11  4.24200000e-02 
 2.92800000e-11  1.80158714e+00  2.92800000e-11  4.39200000e-02 
 3.02800000e-11  1.80163304e+00  3.02800000e-11  4.54200000e-02 
 3.12800000e-11  1.80167848e+00  3.12800000e-11  4.69200000e-02 
 3.22800000e-11  1.80172347e+00  3.22800000e-11  4.84200000e-02 
 3.32800000e-11  1.80176802e+00  3.32800000e-11  4.99200000e-02 
 3.42800000e-11  1.80181213e+00  3.42800000e-11  5.14200000e-02 
 3.52800000e-11  1.80185580e+00  3.52800000e-11  5.29200000e-02 
 3.62800000e-11  1.80189904e+00  3.62800000e-11  5.44200000e-02 
 3.72800000e-11  1.80194186e+00  3.72800000e-11  5.59200000e-02 
 3.82800000e-11  1.80198426e+00  3.82800000e-11  5.74200000e-02 
 3.92800000e-11  1.80202625e+00  3.92800000e-11  5.89200000e-02 
 4.02800000e-11  1.80206782e+00  4.02800000e-11  6.04200000e-02 
 4.12800000e-11  1.80210902e+00  4.12800000e-11  6.19200000e-02 
 4.22800000e-11  1.80214984e+00  4.22800000e-11  6.34200000e-02 
 4.32800000e-11  1.80219026e+00  4.32800000e-11  6.49200000e-02 
 4.42800000e-11  1.80223029e+00  4.42800000e-11  6.64200000e-02 
 4.52800000e-11  1.80226994e+00  4.52800000e-11  6.79200000e-02 
 4.62800000e-11  1.80230920e+00  4.62800000e-11  6.94200000e-02 
 4.72800000e-11  1.80234809e+00  4.72800000e-11  7.09200000e-02 
 4.82800000e-11  1.80238660e+00  4.82800000e-11  7.24200000e-02 
 4.92800000e-11  1.80242475e+00  4.92800000e-11  7.39200000e-02 
 5.02800000e-11  1.80246254e+00  5.02800000e-11  7.54200000e-02 
 5.12800000e-11  1.80249996e+00  5.12800000e-11  7.69200000e-02 
 5.22800000e-11  1.80253704e+00  5.22800000e-11  7.84200000e-02 
 5.32800000e-11  1.80257376e+00  5.32800000e-11  7.99200000e-02 
 5.42800000e-11  1.80261014e+00  5.42800000e-11  8.14200000e-02 
 5.52800000e-11  1.80264618e+00  5.52800000e-11  8.29200000e-02 
 5.62800000e-11  1.80268189e+00  5.62800000e-11  8.44200000e-02 
 5.72800000e-11  1.80271726e+00  5.72800000e-11  8.59200000e-02 
 5.82800000e-11  1.80275231e+00  5.82800000e-11  8.74200000e-02 
 5.92800000e-11  1.80278704e+00  5.92800000e-11  8.89200000e-02 
 6.02800000e-11  1.80282144e+00  6.02800000e-11  9.04200000e-02 
 6.12800000e-11  1.80285554e+00  6.12800000e-11  9.19200000e-02 
 6.22800000e-11  1.80288932e+00  6.22800000e-11  9.34200000e-02 
 6.32800000e-11  1.80292280e+00  6.32800000e-11  9.49200000e-02 
 6.42800000e-11  1.80295597e+00  6.42800000e-11  9.64200000e-02 
 6.52800000e-11  1.80298885e+00  6.52800000e-11  9.79200000e-02 
