 0.00000000e+00  1.79999998e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-14  1.80000025e+00  1.00000000e-14  1.50000000e-05 
 2.00000000e-14  1.80000054e+00  2.00000000e-14  3.00000000e-05 
 4.00000000e-14  1.80000111e+00  4.00000000e-14  6.00000000e-05 
 8.00000000e-14  1.80000225e+00  8.00000000e-14  1.20000000e-04 
 1.60000000e-13  1.80000454e+00  1.60000000e-13  2.40000000e-04 
 3.20000000e-13  1.80000917e+00  3.20000000e-13  4.80000000e-04 
 6.40000000e-13  1.80001862e+00  6.40000000e-13  9.60000000e-04 
 1.28000000e-12  1.80003828e+00  1.28000000e-12  1.92000000e-03 
 2.28000000e-12  1.80007014e+00  2.28000000e-12  3.42000000e-03 
 3.28000000e-12  1.80010311e+00  3.28000000e-12  4.92000000e-03 
 4.28000000e-12  1.80013682e+00  4.28000000e-12  6.42000000e-03 
 5.28000000e-12  1.80017096e+00  5.28000000e-12  7.92000000e-03 
 6.28000000e-12  1.80020536e+00  6.28000000e-12  9.42000000e-03 
 7.28000000e-12  1.80023987e+00  7.28000000e-12  1.09200000e-02 
 8.28000000e-12  1.80027442e+00  8.28000000e-12  1.24200000e-02 
 9.28000000e-12  1.80030893e+00  9.28000000e-12  1.39200000e-02 
 1.02800000e-11  1.80034339e+00  1.02800000e-11  1.54200000e-02 
 1.12800000e-11  1.80037776e+00  1.12800000e-11  1.69200000e-02 
 1.22800000e-11  1.80041203e+00  1.22800000e-11  1.84200000e-02 
 1.32800000e-11  1.80044618e+00  1.32800000e-11  1.99200000e-02 
 1.42800000e-11  1.80048021e+00  1.42800000e-11  2.14200000e-02 
 1.52800000e-11  1.80051411e+00  1.52800000e-11  2.29200000e-02 
 1.62800000e-11  1.80054789e+00  1.62800000e-11  2.44200000e-02 
 1.72800000e-11  1.80058153e+00  1.72800000e-11  2.59200000e-02 
 1.82800000e-11  1.80061506e+00  1.82800000e-11  2.74200000e-02 
 1.92800000e-11  1.80064846e+00  1.92800000e-11  2.89200000e-02 
 2.02800000e-11  1.80068173e+00  2.02800000e-11  3.04200000e-02 
 2.12800000e-11  1.80071489e+00  2.12800000e-11  3.19200000e-02 
 2.22800000e-11  1.80074793e+00  2.22800000e-11  3.34200000e-02 
 2.32800000e-11  1.80078084e+00  2.32800000e-11  3.49200000e-02 
 2.42800000e-11  1.80081365e+00  2.42800000e-11  3.64200000e-02 
 2.52800000e-11  1.80084634e+00  2.52800000e-11  3.79200000e-02 
 2.62800000e-11  1.80087892e+00  2.62800000e-11  3.94200000e-02 
 2.72800000e-11  1.80091139e+00  2.72800000e-11  4.09200000e-02 
 2.82800000e-11  1.80094376e+00  2.82800000e-11  4.24200000e-02 
 2.92800000e-11  1.80097602e+00  2.92800000e-11  4.39200000e-02 
